id,is_softdev,is_first_softdev_job,months_jobsearch,work_pref,career_fullstack,career_backend,career_frontend,career_mobdev,career_devops,career_datasci,career_teach,career_qa,career_ux,career_prodm,career_gamedev,career_infosec,career_dataeng,career_other,job_start,salary_frstjob,loc_pref,will_reloc,code_goal,code_goal_other,rsrc_fcc,rsrc_mdn,rsrc_stack,rsrc_edx,rsrc_coursera,rsrc_khan,rsrc_pluralsight,rsrc_codecademy,rsrc_udacity,rsrc_udemy,rsrc_codewars,rsrc_treehouse,rsrc_HackerRank,rsrc_fem,rsrc_lynda,rsrc_egghead,rsrc_csstricks,rsrc_other,codeevent_fcc,codeevent_hckathon,codeevent_conf,codeevent_wrkshp,codeevent_startupwknd,codeevent_nodeschool,codeevent_wwc,codeevent_gdi,codeevent_coderdojo,codeevent_meetupcom,codeevent_railsbridge,codeevent_gamejam,codeevent_railsgrl,codeevent_djangogrl,codeevent_wkndbootcmp,codeevent_other,codepodcast_fcc,codepodcast_codenewbie,codepodcast_changelog,codepodcast_sed,codepodcast_jsjabber,codepodcast_syntax,codepodcast_ltcwm,codepodcast_fullstckrad,codepodcast_frntendhh,codepodcast_codeblck,codepodcast_sts,codepodcast_devtea,codepodcast_prgthrdwn,codepodcast_gkspk,codepodcast_hanselmins,codepodcast_tlkpython,codepodcast_rubyrogues,codepodcast_codepen,codepodcast_ser,codepodcast_other,codeyt_mit,codeyt_fcc,codeyt_comphile,codeyt_devtips,codeyt_csdojo,codeyt_engtruth,codeyt_learncode,codeyt_lvluptuts,codeyt_fff,codeyt_ct360,codeyt_codetrain,codeyt_drkbanas,codeyt_simplilrn,codeyt_bulldog,codeyt_mozilla,codeyt_googledev,codeyt_other,hrs_study,months_code,bootcamp_attend,bootcamp_name,boothcamp_finish,boothcamp_loan,boothcamp_recommend,amt_spent_code,age,gender,gender_other,citizenship,residence,rsdnce_pop,is_etnic_grp,speaking_lang,degree,major,marital,has_financial_dep,has_chldren,num_children,is_spprt_relative,has_debt,has_mortgage,amt_mortgage,has_studloan,amt_studloan,employmnt_stat,employmnt_stat_other,field,lastyr_income,workperday_min,is_underemployed,served_military,has_disability_bnft,has_internet,ts_start,ts_end,network_id
255a1cab3fda96d954782a560772ceda,0,NA,NA,work for a multinational corporation,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Within the next 6 months,4000,no preference,1,To change careers,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,23,Male,NA,India,India,more than 1 million,0,Hindi,"some college credit, no degree",Information Technology,"single, never married",1,0,0,0,1,1,100000,0,NA,Employed for wages,NA,health care,1569,15 to 29 minutes,1,0,0,1,2018-10-26T16:19:43Z,2018-10-26T16:27:30Z,5c1efeb64a
f3d9f795c351682ab9d95d695db29edf,0,NA,NA,work for a startup,1,NA,NA,1,NA,1,NA,1,1,NA,1,1,1,NA,Within 7 to 12 months,80000,in an office with other developers,1,To change careers,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoloLearn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Traversy Media,NA,1,0,NA,NA,NA,NA,20,27,Male,NA,United States of America,United States of America,more than 1 million,1,English,high school diploma or equivalent (GED),NA,"single, never married",1,0,0,1,1,0,NA,0,NA,Employed for wages,NA,software development and IT,22000,45 to 60 minutes,0,0,0,1,2018-10-20T06:46:19Z,2018-10-20T06:55:08Z,96ec814f58
af7068938df51ae89f7a0f863da60f22,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,LinuxAcademy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,Sentdex,4,2,0,NA,NA,NA,NA,30,29,Male,NA,India,India,more than 1 million,0,Marathi,bachelor's degree,Computer Science,"single, never married",1,0,0,0,1,0,NA,0,NA,Employed for wages,NA,software development and IT,10000,I work from home,0,0,0,1,2018-10-20T06:30:20Z,2018-10-20T06:37:56Z,f97a1494ea
b7dd8b781dbe4e3c30bf8789ab7d5359,0,NA,NA,work for a multinational corporation,1,1,1,NA,1,NA,1,1,1,NA,1,1,NA,NA,Within 7 to 12 months,30000,no preference,1,To change careers,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20,1,0,NA,NA,NA,NA,49,38,Male,NA,Singapore,Malaysia,more than 1 million,1,Malay Bhasa Indonesia,high school diploma or equivalent (GED),NA,divorced,1,0,0,1,1,1,100000,0,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,0,2018-10-20T04:04:33Z,2018-10-20T05:04:26Z,1b8ad30846
348a83b12042ceb05f8c0125a1378791,0,NA,NA,work for a startup,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,I haven't decided,50000,from home,NA,To start a business or to freelance,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Telusko,14,0,0,NA,NA,NA,NA,0,18,Male,NA,Pakistan,Pakistan,more than 1 million,0,Urdu,no high school (secondary school),NA,"single, never married",1,0,0,1,0,NA,NA,NA,NA,NA,Student,NA,NA,NA,NA,0,0,1,2018-10-19T18:17:54Z,2018-10-19T18:25:52Z,40d9fbffe2
640b8859bcc771b0dc1097aa0ce4b3f0,0,NA,NA,work for a medium-sized company,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,I haven't decided,90000,no preference,0,As a hobby,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,30,3,0,NA,NA,NA,NA,1500,48,Male,NA,United States of America,United States of America,"less than 100,000",1,English,"some college credit, no degree",Biology and Biological Sciences,married or domestic partnership,1,0,0,0,0,NA,NA,NA,NA,Employed for wages,NA,software development and IT,120000,45 to 60 minutes,0,0,0,1,2018-10-19T18:16:25Z,2018-10-19T18:24:17Z,3837df333b
26318be3bd617b233bcf7de82c1140d6,0,NA,NA,start your own business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,0,NA,NA,NA,NA,100,32,Male,NA,Nigeria,Nigeria,more than 1 million,0,English,bachelor's degree,Economics,married or domestic partnership,1,0,0,1,0,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,1,2018-10-19T17:56:54Z,2018-10-19T18:09:34Z,eac0b63d57
6dbfc4cfd7abe029c324e3d32b8eb70d,0,NA,NA,work for a multinational corporation,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Within the next 6 months,15000,no preference,1,To succeed in current career,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,26,Male,NA,India,India,more than 1 million,1,Urdu,bachelor's degree,Computer Science,"single, never married",1,0,0,1,1,0,NA,0,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,0,2018-10-19T17:11:32Z,2018-10-19T17:19:50Z,bc7c603b00
97b39ad5ae3f27a5c4741b7897a98a56,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No He Asistido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pildoras Informaticas,2,2,0,NA,NA,NA,NA,0,28,Male,NA,Colombia,Colombia,more than 1 million,0,Spanish,high school diploma or equivalent (GED),NA,"single, never married",1,0,0,0,1,0,NA,1,3000,Employed for wages,NA,software development and IT,NA,Less than 15 minutes,0,0,0,1,2018-10-19T15:58:17Z,2018-10-19T16:04:19Z,58201390f0
8d87d1b2900888d6f42702e04ed61ce5,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,0,33,Female,NA,United States of America,United States of America,"between 100,000 and 1 million",0,English,bachelor's degree,French Language and Literature,married or domestic partnership,1,0,0,0,0,NA,NA,NA,NA,Employed for wages,NA,finance,70000,15 to 29 minutes,0,0,0,1,2018-10-19T13:55:37Z,2018-10-19T14:09:23Z,499d8b02fd
1badcb4ef6d7589cb0b27646909000a4,0,NA,NA,work for a multinational corporation,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,Within 7 to 12 months,10000,in an office with other developers,1,To create art or entertainment,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,NA,NA,NA,NA,0,29,Male,NA,Nigeria,Nigeria,more than 1 million,0,English,bachelor's degree,"Urban, Community and Regional Planning","single, never married",1,0,0,1,0,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,NA,NA,1,0,1,2018-10-19T13:51:02Z,2018-10-19T13:56:50Z,1534d0dde2
18c5073095d859bea6f5152777b70f0e,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,NA,NA,NA,NA,2000,24,Male,NA,India,India,more than 1 million,1,Konkani,master's degree (non-professional),Computer Software Engineering,"single, never married",1,0,0,0,0,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,1,2018-10-19T12:30:00Z,2018-10-19T12:35:53Z,60faf64b2d
92efd90ffb126ab05480f86789be07f6,0,NA,NA,work for a multinational corporation,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Within the next 6 months,10000,in an office with other developers,1,To succeed in current career,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Traversy Media,50,1,0,NA,NA,NA,NA,0,26,Male,NA,India,India,more than 1 million,0,Hindi,bachelor's degree,Computer Science,"single, never married",1,0,0,0,0,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,1,2018-10-19T11:27:13Z,2018-10-19T11:38:01Z,eafc1ce659
71502263219d390252f6e525713f1258,0,NA,NA,work for a startup,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Within the next 6 months,NA,from home,NA,To start a business or to freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,NA,NA,NA,NA,NA,25,Female,NA,Philippines,Philippines,NA,0,English,"some college credit, no degree",Electrical and Electronics Engineering,"single, never married",1,0,0,1,1,1,NA,0,NA,Self-employed freelancer,NA,sales,NA,I work from home,1,0,0,1,2018-10-19T01:44:46Z,2018-10-19T07:02:15Z,4028317905
05dae0da9bfc72ef8d3a598c01961f4f,0,NA,NA,work for a multinational corporation,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,I haven't decided,90000,in an office with other developers,1,To create art or entertainment,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,6,1,0,NA,NA,NA,NA,0,20,Female,NA,Canada,Canada,more than 1 million,1,Twi,high school diploma or equivalent (GED),NA,"single, never married",1,0,0,0,1,0,NA,1,100,NA,Working at McDonald’s but also Looking for Unpaid Internships.,NA,NA,NA,NA,0,0,1,2018-10-19T04:24:43Z,2018-10-19T04:36:43Z,7fb1a566b6
d1d1d62e0504c3433c7da68416c4d613,0,NA,NA,start your own business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0,NA,NA,NA,NA,1800,42,Male,NA,Greece,Singapore,more than 1 million,1,Greek,bachelor's degree,Robotics and Automation Engineering,married or domestic partnership,1,0,0,1,1,0,NA,0,NA,Employed for wages,NA,architecture or physical engineering,70000,Less than 15 minutes,1,1,0,1,2018-10-19T03:41:18Z,2018-10-19T03:46:36Z,a9a32ceff7
db2325669f86e3abc79e618a2cece71a,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,0,NA,NA,NA,NA,10,43,Male,NA,Philippines,Philippines,"between 100,000 and 1 million",1,Cebuano,"some college credit, no degree",Accounting,"single, never married",1,0,0,1,1,0,NA,0,NA,Self-employed freelancer,NA,sales,5000,Less than 15 minutes,0,0,1,1,2018-10-19T03:19:29Z,2018-10-19T03:35:24Z,26530f8567
4c4d20159ff22675de466f0ca56c10c5,0,NA,NA,work for a medium-sized company,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,Within 7 to 12 months,60000,no preference,0,To change careers,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,29,Male,NA,United States of America,United States of America,"between 100,000 and 1 million",1,English,bachelor's degree,NA,married or domestic partnership,1,0,0,0,1,0,NA,1,8000,Not working but looking for work,NA,NA,NA,NA,NA,0,0,0,2018-10-18T22:07:03Z,2018-10-18T22:15:54Z,57570e82a1
1556e5cbb97eb1a8514b5eb8f252ec51,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,NA,NA,NA,NA,0,21,Male,NA,Bangladesh,Bangladesh,more than 1 million,0,Bengali,"some college credit, no degree",Business Administration,"single, never married",1,0,0,1,1,0,NA,0,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,1,2018-10-18T18:44:47Z,2018-10-18T18:52:15Z,3d2312ec86
3829825b02b8274d727ad3a6ad8ba048,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No i Have not,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,NA,NA,NA,NA,0,26,Male,NA,India,India,"between 100,000 and 1 million",0,Bengali,bachelor's degree,Mathematics,"single, never married",1,0,0,1,0,NA,NA,NA,NA,Self-employed freelancer,NA,"arts, entertainment, sports, or media",3000,I work from home,1,0,0,1,2018-10-18T17:08:16Z,2018-10-18T17:13:41Z,a8aa48970d
3c24520768d2e6fd7291fb4732940712,0,NA,NA,work for a startup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I haven't decided,200,from home,NA,NA,To Become One of the Greatest Coders.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,NA,NA,NA,NA,0,18,Male,NA,India,India,more than 1 million,0,Kannada,high school diploma or equivalent (GED),NA,"single, never married",1,0,0,1,0,NA,NA,NA,NA,Not working but looking for work,NA,NA,NA,NA,NA,0,0,0,2018-10-18T13:10:36Z,2018-10-18T13:19:50Z,d16b12a96d
62121d282591fe48a9767dff414ceacb,0,NA,NA,work for a multinational corporation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blockchain Developer,more than 12 months from now,40000,in an office with other developers,1,To change careers,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haven't Attended,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,8,1,0,NA,NA,NA,NA,60,31,Male,NA,Italy,Spain,more than 1 million,0,Spanish,bachelor's degree,Business Administration,"single, never married",1,0,0,0,1,0,NA,0,NA,Employed for wages,NA,transportation,35000,15 to 29 minutes,1,0,0,1,2018-10-18T11:40:59Z,2018-10-18T11:53:31Z,8e343ee232
95d00603977c9fa3127e86866c7015c3,0,NA,NA,work for a multinational corporation,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,I'm already applying,10000,in an office with other developers,1,To succeed in current career,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,5,0,0,NA,NA,NA,NA,215,26,Male,NA,India,India,more than 1 million,0,Hindi,bachelor's degree,NA,married or domestic partnership,1,0,0,1,0,NA,NA,NA,NA,Employed for wages,NA,software development and IT,0,More than 60 minutes,0,0,0,1,2018-10-18T06:22:40Z,2018-10-18T06:34:16Z,68689d909e
10c4bfcaed4bebe66f64b399ea34f7c4,0,NA,NA,work for a startup,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,I haven't decided,35000,from home,NA,To change careers,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,NA,NA,NA,NA,0,32,Male,NA,India,India,"between 100,000 and 1 million",0,Odia (Oriya),associate's degree,Electrical Engineering,"single, never married",1,0,0,1,1,0,NA,0,NA,Employed for wages,NA,architecture or physical engineering,10416,Less than 15 minutes,1,0,0,1,2018-10-18T06:12:07Z,2018-10-18T06:20:41Z,e01447c48f
523166eedf9baac7e8d16676a13cf822,0,NA,NA,work for a startup,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Within the next 6 months,100000,no preference,1,To change careers,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,0,NA,NA,NA,NA,0,29,Male,NA,Philippines,Philippines,more than 1 million,0,English,bachelor's degree,Computer and Information Studies,"single, never married",1,0,0,1,0,NA,NA,NA,NA,Employed for wages,NA,NA,65000,More than 60 minutes,1,0,1,1,2018-10-18T02:24:27Z,2018-10-18T02:37:20Z,4b1cfc665d
af0e3658e3c3961f6b1c84a0df1fe824,0,NA,NA,freelance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,0,27,Male,NA,United States of America,United States of America,more than 1 million,0,English,"some college credit, no degree",Spanish Language and Literature,married or domestic partnership,1,0,0,0,1,0,NA,0,NA,Military,NA,NA,NA,NA,NA,1,0,1,2018-10-18T00:25:00Z,2018-10-18T00:29:18Z,60429f1d84
523016a2a19eddaff262175e25f195fe,0,NA,NA,work for a medium-sized company,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,I haven't decided,60000,no preference,1,As a hobby,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,25,Male,NA,United States of America,United States of America,"less than 100,000",0,English,bachelor's degree,Mechanical Engineering,"single, never married",1,0,0,0,1,0,NA,0,NA,Employed for wages,NA,architecture or physical engineering,52000,Less than 15 minutes,0,0,0,1,2018-10-17T22:25:01Z,2018-10-17T22:29:22Z,94103bf923
